book_id_title,book_id,book_title,book_series,book_series_uri,top_5_other_editions,isbn,isbn13,year_first_published,authorlink,author,num_pages,genres,shelves,lists,num_ratings,num_reviews,average_rating,rating_distribution
27797696-introducing-data-science,27797696,Introducing Data Science,,,"['https://www.goodreads.com/book/show/33848801-introducing-data-science', 'https://www.goodreads.com/book/show/35235721-data-science-big-data-python', 'https://www.goodreads.com/book/show/40059284-introducing-data-science']",9351199371,9789351199373,,https://www.goodreads.com/author/show/7042557.Davy_Cielen,Davy Cielen,320,"['Computer Science > Programming', 'Science', 'Computer Science > Technical', 'Science > Computer Science', 'Education', 'Library Science > Information Science', 'Nonfiction', 'Textbooks', 'Science > Technology']","{'to-read': 98, 'currently-reading': 19, 'data-science': 13, 'programming': 3, 'science': 3, 'technical': 3, 'computer-science': 2, 'education': 2, 'information-science': 2, 'it': 2, 'digital': 2, 'non-fiction': 2, 'ebook': 2, 'textbooks': 2, 'tech': 2, 'owned-books': 2, 'computer_science': 2, 'coding': 1, 'maybe-someday': 1, 'onr': 1, 'cs': 1, 'statistics': 1, 'research-development': 1, 'math': 1, 'engineering': 1, 'artificial-intelligence': 1, 'masters': 1, 'postponed-read': 1, 'mathematics': 1, 'quant-analysis': 1, 'python': 1, 'digital-copies': 1, '2021': 1, 'drive': 1, 'ebook-informatique': 1, 'informatique': 1, 'manning-unread': 1, 'technology': 1, 'pdf': 1, 'physical': 1, 'paperback': 1, 'own': 1, 'online-store': 1, 'nonfiction': 1, 'new': 1, 'i-school': 1, 'contemporary': 1, 'apartment': 1, 'american': 1, 'ml-dl': 1, 'computing': 1, 'humblebundle': 1, 'calibre': 1, 'programming-to-read': 1, 'i-have-it': 1, 'owned': 1, '00outof_mycomfort<br/>zone': 1, '2019_read': 1, 'analytics': 1, 'on-my-desk': 1, 'programming-books': 1, 'my-digital-books': 1, 'mashine-learning': 1, 'educational': 1, 'data-sci-and-programming': 1, '__buy': 1, '2019_reading_goal<br/>s': 1, 'didn-t-finish': 1, 'bulk_import': 1, 'software': 1, 'read-in-2017': 1, 'to-read-e-books': 1, 'society-technology': 1, 'physics-math': 1, '2016-release': 1, 'too_bad_to_finish': 1, 'wl-technology': 1, 'tech-books': 1, 'data-and-ai': -1, '00outof_urcomfort<br/>zone': -1}",{'Humble': 1},44,9,3.32,"{'5 Stars': 8, '4 Stars': 12, '3 Stars': 13, '2 Stars': 8, '1 Star': 3}"
27857550-python-data-science-cookbook,27857550,Python Data Science Cookbook,,,"['https://www.goodreads.com/book/show/27984295-python-data-science-cookbook', 'https://www.goodreads.com/book/show/39944098-python-data-science-cookbook', 'https://www.goodreads.com/book/show/40103262-python-data-science-cookbook']",1784396400,9781784396404,,https://www.goodreads.com/author/show/14683106.Gopi_Subramanian,Gopi Subramanian,440,['Computer Science > Programming'],"{'to-read': 79, 'data-science': 4, 'currently-reading': 4, 'python': 3, 'programming': 2, '00outof_mycomfort<br/>zone': 1, 'reference': 1, 'pdf': 1, 'programming-languages': 1, 'digital': 1, 'computer-technology': 1, 'asian-australasian': 1, 'python-cookbooks-recipes-examples': 1, 'technicalbooks': 1, 'professional': 1, 'ml': 1, '2017-candidates': 1, 'ai-ml': 1, 'computer-science': 1, 'specific-python-books': 1, 'research-a-bit-more': 1, 'cs': 1, 'software-development': 1, 'science-technology': 1, 'python-scipy': 1, 'data-sciences': 1, 'analytics-to-read': 1, 'data': 1, '0051-python': -1, '00outof_urcomfort<br/>zone': -1, 'art-of-python': -1, 'anti-library': -1, 'tech-science-math': -1}","{'Data': 116, 'Machine': 82}",13,2,3.62,"{'5 Stars': 4, '4 Stars': 3, '3 Stars': 4, '2 Stars': 1, '1 Star': 1}"
28274767-analytics,28274767,"Analytics: Data Science, Data Analysis and Predictive Analytics for Business (Algorithms, Business Intelligence, Statistical Analysis, Decision Analysis, Business Analytics, Data Mining, Big Data)",,,"['https://www.goodreads.com/book/show/29608370-analytics', 'https://www.goodreads.com/book/show/52660533-analytics']",0359828523,9780359828524,,https://www.goodreads.com/author/show/14786304.Daniel_Covington,Daniel Covington,224,[],{},{},61,7,3.16,"{'5 Stars': 5, '4 Stars': 16, '3 Stars': 27, '2 Stars': 10, '1 Star': 3}"
28629703-deep-learning-made-easy-with-r,28629703,Deep Learning Made Easy with R: A Gentle Introduction for Data Science,,,['https://www.goodreads.com/book/show/28508485-deep-learning-made-easy-with-r'],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/7444143.N_D_Lewis,N.D. Lewis,254,[],{},{},11,0,3.27,"{'5 Stars': 1, '4 Stars': 3, '3 Stars': 5, '2 Stars': 2, '1 Star': 0}"
28712925-report-writing-for-data-science-in-r,28712925,Report Writing for Data Science in R,,,['https://www.goodreads.com/book/show/29571846-report-writing-for-data-science-in-r'],1329733649,9781329733640,,https://www.goodreads.com/author/show/1580866.Roger_D_Peng,Roger D. Peng,120,"['Computer Science > Programming', 'Language > Writing']","{'to-read': 35, 'r-programming': 2, 'programming': 2, 'currently-reading': 2, 'writing': 2, 'data-science': 2, 'technical-writing': 1, 'calibre_imported': 1, 'authors-male': 1, 'leanpub': 1, 'data-sciene': 1, 'cat-non-fict-reads': 1, 'audio_wanted': 1, 'data-reads': 1, 'statistics-r': 1, 'technical-data': 1, 'r-markdown': 1, 'english-books': 1, 'communication': 1, 'research': 1, 'r': 1, 'data': 1, 'english': 1, 'ebook': 1, 'data-analysis': 1, 'data-dev-and-design': 1, '2016-reads': 1, 'machine-learning-stats': 1, '2016': 1, 'technical': 1}",{'Coursera': 1},35,1,3.77,"{'5 Stars': 8, '4 Stars': 15, '3 Stars': 8, '2 Stars': 4, '1 Star': 0}"
29140463-regressions-models-for-data-science-in-r,29140463,Regressions Models for Data Science in R,,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/91819.Brian_Caffo,Brian Caffo,137,[],{},{},17,1,3.71,"{'5 Stars': 2, '4 Stars': 8, '3 Stars': 7, '2 Stars': 0, '1 Star': 0}"
29395434-big-data-and-social-science,29395434,Big Data and Social Science: A Practical Guide to Methods and Tools,Chapman & Hall/CRC Statistics in the Social and Behavioral Sciences,/series/285160-chapman-hall-crc-statistics-in-the-social-and-behavioral-sciences,"['https://www.goodreads.com/book/show/32672209-big-data-and-social-science', 'https://www.goodreads.com/book/show/34401557-big-data-and-social-science', 'https://www.goodreads.com/book/show/31743416-big-data-and-social-science', 'https://www.goodreads.com/book/show/31743415-big-data-and-social-science']",1498751431,9781498751438,,https://www.goodreads.com/author/show/7382434.Ian_Foster,Ian Foster,376,[],{},{},6,1,2.67,"{'5 Stars': 0, '4 Stars': 1, '3 Stars': 3, '2 Stars': 1, '1 Star': 1}"
29466234-process-mining,29466234,Process Mining: Data Science in Action,,,"['https://www.goodreads.com/book/show/32855580-process-mining', 'https://www.goodreads.com/book/show/41135165-process-mining']",3662570416,9783662570418,,https://www.goodreads.com/author/show/1074404.Wil_van_der_Aalst,Wil van der Aalst,467,[],{},{},23,3,4.26,"{'5 Stars': 10, '4 Stars': 10, '3 Stars': 2, '2 Stars': 1, '1 Star': 0}"
29496091-deep-learning-in-python,29496091,"Deep Learning in Python: Master Data Science and Machine Learning with Modern Neural Networks written in Python, Theano, and TensorFlow (Machine Learning in Python)",,,['https://www.goodreads.com/book/show/30729880-deep-learning-in-python'],isbn not found,9781311301567,,https://www.goodreads.com/author/show/15079977.Lazy_Programmer,Lazy Programmer,57,"['Science > Computer Science', 'Computer Science > Computers', 'Artificial Intelligence']","{'to-read': 49, 'currently-reading': 44, 'computer-science': 2, 'computers': 2, 'artificial-intelligence': 2, 'machine-learning-for-betting': 1, 'audio-wanted': 1, 'ebook-not-read': 1, '_ebook': 1, 'lazy-programer': 1, 'tech': 1, '00outof_mycomfort<br/>zone': 1, 'ml-dl-books': 1, 'gathering-dust': 1, 'own': 1, 'non-fiction': 1, 'specific-python-books': 1, 'quotes': 1, 'programming': 1, '00outof_urcomfort<br/>zone': -1}",{},36,1,3.58,"{'5 Stars': 11, '4 Stars': 8, '3 Stars': 10, '2 Stars': 5, '1 Star': 2}"
29614270-deep-learning-in-python-prerequisites,29614270,Deep Learning in Python Prerequisites: Master Data Science and Machine Learning with Linear Regression and Logistic Regression in Python (Machine Learning in Python),,,['https://www.goodreads.com/book/show/30732681-deep-learning-in-python-prerequisites'],isbn not found,9781310319778,,https://www.goodreads.com/author/show/15079977.Lazy_Programmer,Lazy Programmer,43,[],{},{},22,0,2.86,"{'5 Stars': 4, '4 Stars': 3, '3 Stars': 6, '2 Stars': 4, '1 Star': 5}"
29743460-java-programming-box-set,29743460,"Java Programming Box Set: Programming, Master's Handbook & Artificial Intelligence Made Easy; Code, Data Science, Automation, problem solving, Data Structures & Algorithms (CodeWell Box Sets)",,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/14011243.Code_Well_Academy,Code Well Academy,187,[],{},{},7,0,3.57,"{'5 Stars': 2, '4 Stars': 3, '3 Stars': 0, '2 Stars': 1, '1 Star': 1}"
29889337-data-science-and-complex-networks,29889337,Data Science and Complex Networks: Real Case Studies with Python,,,['https://www.goodreads.com/book/show/42944307-data-science-and-complex-networks'],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/578111.Guido_Caldarelli,Guido Caldarelli,136,[],{},{},8,0,3.5,"{'5 Stars': 2, '4 Stars': 2, '3 Stars': 3, '2 Stars': 0, '1 Star': 1}"
30014113-agile-data-science-2-0,30014113,Agile Data Science 2.0: Building Full-Stack Data Analytics Applications with Spark,,,"['https://www.goodreads.com/book/show/35432236-agile-data-science-2-0', 'https://www.goodreads.com/book/show/42102321-agile-data-science-2-0']",9352135725,9789352135721,,https://www.goodreads.com/author/show/6464775.Russell_Jurney,Russell Jurney,352,"['Nonfiction', 'Science > Technology', 'Computer Science > Computers', 'Science > Computer Science']","{'to-read': 101, 'currently-reading': 33, 'data-science': 10, 'nonfiction': 4, 'tech': 2, 'data': 2, 'computers': 2, 'work': 2, 'computer-science': 2, '编程': 1, 'physical': 1, 'software-engineering': 1, 'programming': 1, 'books': 1, 'ml': 1, 'binder': 1, 'archived': 1, 'partial': 1, 'on-hold': 1, 'data-stats-info': 1, 'data-grande': 1, 'bought': 1, 'owned': 1, 'code': 1, 'partially_read': 1, '2019': 1, 'audio_wanted': 1, 'work-material': 1, '2019-book-lists': 1, 'technology': 1, 'moje': 1, 'ebook': 1, 'machine-learning': 1, '1-4-data-science': 1, 'analytics': 1, 'learn2code': 1, 'datavis': 1}",{},47,10,3.57,"{'5 Stars': 8, '4 Stars': 20, '3 Stars': 10, '2 Stars': 9, '1 Star': 0}"
30028184-data-science-essentials-in-python,30028184,Data Science Essentials in Python: Collect - Organize - Explore - Predict - Value,,,"['https://www.goodreads.com/book/show/32332165-data-science-essentials-in-python', 'https://www.goodreads.com/book/show/38813599-data-science-essentials-in-python']",1680503391,9781680503395,,https://www.goodreads.com/author/show/1416977.Dmitry_Zinoviev,Dmitry Zinoviev,200,['Nonfiction'],"{'to-read': 45, 'data-science': 6, 'python': 4, 'non-fiction': 2, 'currently-reading': 2, 'paperback': 1, 'big-data-ml-for-data-science': 1, 'a-ebooks': 1, 'prog-read': 1, '2022': 1, 'wishlist': 1, 'programming-computer-science': 1, 'programming': 1, '2-5-data-science': 1, 'pragmatic-bookshelf': 1, 'ebook-not-read': 1, 'computers': 1, '_ebook': 1, 'coding': 1, '2019': 1, 'waiting-to-be-read': 1, 'safari-books': 1, 'kcls': 1, 'renew-to': 1, 'work': 1, 'nonfiction': 1, 'technology': 1, 'reference': 1, '2018': 1, '2017': 1, 'science-data': 1, 'science': 1, 'have': 1, 'tech': 1}",{'The': 8},17,5,3.06,"{'5 Stars': 2, '4 Stars': 1, '3 Stars': 10, '2 Stars': 4, '1 Star': 0}"
30043639-data-science-in-python-volume-1,30043639,"Data Science in Python. Volume 1: Get and Install Scientific Python3: WinPython, Anaconda",,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/1055771.Alexander_Stepanov,Alexander Stepanov,18,[],{},{},9,1,3.67,"{'5 Stars': 3, '4 Stars': 1, '3 Stars': 4, '2 Stars': 1, '1 Star': 0}"
30091752-big-data-science-analytics,30091752,Big Data Science & Analytics: A Hands-On Approach,,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/7571022.Arshdeep_Bahga,Arshdeep Bahga,544,[],{},{},13,1,4.15,"{'5 Stars': 7, '4 Stars': 2, '3 Stars': 3, '2 Stars': 1, '1 Star': 0}"
30131725-going-pro-in-data-science,30131725,Going Pro in Data Science: What It Takes to Succeed as a Professional Data Scientist,,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/15239764.Jerry_Overton,Jerry Overton,59,[],{},{},39,3,3.1,"{'5 Stars': 3, '4 Stars': 6, '3 Stars': 24, '2 Stars': 4, '1 Star': 2}"
30200109-data-science-in-python-volume-2,30200109,"Data Science in Python, Volume 2: Data I/O, Jupyter Notebook, GUI, Deployment, Numeric Programming, High Performance Python",,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/1055771.Alexander_Stepanov,Alexander Stepanov,67,[],{},{},6,2,2.67,"{'5 Stars': 0, '4 Stars': 1, '3 Stars': 3, '2 Stars': 1, '1 Star': 1}"
30238998-convolutional-neural-networks-in-python,30238998,"Convolutional Neural Networks in Python: Master Data Science and Machine Learning with Modern Deep Learning in Python, Theano, and TensorFlow (Machine Learning in Python)",,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/15079977.Lazy_Programmer,Lazy Programmer,52,[],{},{},13,1,3.62,"{'5 Stars': 4, '4 Stars': 2, '3 Stars': 5, '2 Stars': 2, '1 Star': 0}"
30252046-data-science-in-python-volume-3,30252046,"Data Science in Python. Volume 3: Plots and Charts with Matplotlib, Data Analysis with Python and SQLite",,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/1055771.Alexander_Stepanov,Alexander Stepanov,91,[],{},{},5,0,3.2,"{'5 Stars': 0, '4 Stars': 2, '3 Stars': 2, '2 Stars': 1, '1 Star': 0}"
30333785-unsupervised-machine-learning-in-python,30333785,"Unsupervised Machine Learning in Python: Master Data Science and Machine Learning with Cluster Analysis, Gaussian Mixture Models, and Principal Components Analysis",,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/15079977.Lazy_Programmer,Lazy Programmer,57,[],{},{},13,1,3.62,"{'5 Stars': 3, '4 Stars': 5, '3 Stars': 3, '2 Stars': 1, '1 Star': 1}"
30341122-executive-data-science,30341122,Executive Data Science,,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/91819.Brian_Caffo,Brian Caffo,151,"['Science > Technology', 'Business']","{'to-read': 66, 'currently-reading': 14, 'data-science': 4, 'data': 3, 'tech': 2, 'business': 2, 'statistics': 2, '2022-books-to-read': 1, 'nonfiction': 1, 'calibre_imported': 1, 'analytics': 1, 'paused': 1, 'check-this-out': 1, 'nonfic': 1, 'education': 1, 'compsci': 1, 'zf': 1, 'academic-books': 1, 'textbooks': 1, 'pinterest': 1, 'djvu': 1, 'calibre': 1, '2019': 1, 'business-economics': 1, 'data-analytics': 1, 'dataviz': 1, 'non-fiction': 1, '2017': 1, 'computer-science': 1, 'done': 1, 'read-2015-2019': 1, 'published-2010s': 1, 'programming': 1, 'english': 1, 'ebook': 1, 'challies-challenge-2017': 1, '2016-books': 1}",{},37,7,3.54,"{'5 Stars': 10, '4 Stars': 9, '3 Stars': 12, '2 Stars': 3, '1 Star': 3}"
30462852-computer-age-statistical-inference,30462852,"Computer Age Statistical Inference: Algorithms, Evidence, and Data Science",Institute of Mathematical Statistics Monographs,/series/291763-institute-of-mathematical-statistics-monographs,"['https://www.goodreads.com/book/show/31748608-computer-age-statistical-inference', 'https://www.goodreads.com/book/show/39394535-computer-age-statistical-inference', 'https://www.goodreads.com/book/show/32816181-computer-age-statistical-inference']",1316576531,9781316576533,,https://www.goodreads.com/author/show/234575.Bradley_Efron,Bradley Efron,495,"['Science > Mathematics', 'Textbooks', 'Science > Technology', 'Economics', 'Artificial Intelligence', 'Computer Science > Technical', 'Nonfiction', 'Science > Computer Science', 'Science', 'Reference']","{'to-read': 569, 'currently-reading': 70, 'data-science': 22, 'statistics': 15, 'math': 10, 'machine-learning': 8, 'textbooks': 7, 'technology': 5, 'cs': 5, 'mathematics': 4, 'stats': 3, 'economics': 3, 'ai': 3, 'technical': 3, 'nonfiction': 2, 'datascience': 2, 'to-consider': 2, 'computer-science': 2, 'science-math': 2, 'ds': 2, 'analytics': 2, 'non-fiction': 2, 'science': 2, 'to-read-technical': 2, 'ml': 2, 'tech': 2, 'data': 2, 'technical-books': 2, 'reference': 2, 'thought-provoking': 1, 'worth-rereading': 1, 'calibre': 1, 'math_recommendati<br/>ons': 1, 'n100': 1, 'stats-data-sci': 1, 'skills': 1, 'have-layer-3': 1, 'abandoned': 1, 'به-قدر-نیاز': 1, '工作': 1, 'science-mathematics-probabilities': 1, 'references': 1, '_my_pdf': 1, 'for-work': 1, 'general-knowledge': 1, 'area-data-ml': 1, 'finance': 1, '4-3': 1, 'math-statistics': 1, 'year': 1, 'learn-me': 1, 'math-data-statistics': 1, 'studies': 1, '0-eb-stats': 1, 'tb-datascience': 1, 'computing': 1, 'bi-and-data-science': 1, 'tagged-in-2021': 1, 'science-computer-science': 1, 'computer-science-technical': 1, 'artificial-intelligence': 1, 'careermaybe': 1, 'on-hold': 1, 'leave-unfinished': 1, 'programming': 1, 'statistical-science': 1, 'more-data-science': 1, 'econometrics': 1, 'want-to-buy': 1, 'stat-2': 1, 'own': 1, 'owned1-music-ai': 1, 'math-science': 1, 'to-read-ml': 1, 'informatica-wiskunde-stats': 1, 'data-books': 1, 'most-interesting': 1, 'surfing': 1, 'tbr-probably': 1, 'math-code': 1, 'to-buy': 1, 'current-to-read-math': 1, 'owned': 1, 'compsci': 1, '2020': 1, 'stat-programming': 1, 'stat-inference': 1, 'qbc': 1, 'to-read-have': 1, 'archived': 1, 'history': 1, 'data-grande': 1, 'wanttoreadtobedel<br/>wted': 1, 'top-to-read': 1, 'tbooktobuy': 1, 'statsml': 1, 'studied': 1, 'to-math': 1, 'ofpossibleinteres<br/>t': 1, 'computation': 1}","{'Mathematics': 9, 'Statistical': 9, 'Computer': 80, 'Only': 6}",114,7,4.4,"{'5 Stars': 63, '4 Stars': 35, '3 Stars': 15, '2 Stars': 1, '1 Star': 0}"
30526284-natural-language-processing-in-python,30526284,"Natural Language Processing in Python: Master Data Science and Machine Learning for spam detection, sentiment analysis, latent semantic analysis, and article spinning (Machine Learning in Python)",,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/15079977.Lazy_Programmer,Lazy Programmer,54,[],{},{},16,1,4.19,"{'5 Stars': 8, '4 Stars': 5, '3 Stars': 1, '2 Stars': 2, '1 Star': 0}"
30622846-computational-and-inferential-thinking,30622846,Computational and Inferential Thinking: The Foundations of Data Science,,,['https://www.goodreads.com/book/show/60628388-computational-and-inferential-thinking'],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/4565553.Ani_Adhikari,Ani Adhikari,,[],{},{},6,2,3.83,"{'5 Stars': 2, '4 Stars': 1, '3 Stars': 3, '2 Stars': 0, '1 Star': 0}"
30819734-data-analytics,30819734,"Data Analytics: What Every Business Must Know About Big Data And Data Science (Data Analytics for Business, Predictive Analysis, Big Data)",,,['https://www.goodreads.com/book/show/31083502-data-analytics'],1535114150,9781535114158,,https://www.goodreads.com/author/show/20500125.James_Smith,James Smith,59,['Nonfiction'],"{'to-read': 94, 'currently-reading': 43, 'data-science': 3, 'non-fiction': 2, 'work': 1, 'dont-have-ma-fitness': 1, 'gd-ai-and-data-science': 1, 'business-competitive-advantage': 1, '11c-data-analytics': 1, 'data': 1, 'business': 1, 'business-and-culture': 1, 'technology': 1, 'a-non-fiction-short': 1, 'government': 1, 'amazonpurchase': 1, 'to-read-computers': 1, '2016': 1}",{},46,2,4.13,"{'5 Stars': 23, '4 Stars': 9, '3 Stars': 11, '2 Stars': 3, '1 Star': 0}"
30930871-unsupervised-deep-learning-in-python,30930871,Unsupervised Deep Learning in Python: Master Data Science and Machine Learning with Modern Neural Networks written in Python and Theano (Machine Learning in Python),,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/15079977.Lazy_Programmer,Lazy Programmer,62,[],{},{},7,0,3.43,"{'5 Stars': 1, '4 Stars': 2, '3 Stars': 3, '2 Stars': 1, '1 Star': 0}"
31084931-julia-for-data-science,31084931,Julia for Data Science,,,['https://www.goodreads.com/book/show/32200092-julia-for-data-science'],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/8325771.Zacharias_Voulgaris,Zacharias Voulgaris,,[],{},{},23,1,4.57,"{'5 Stars': 18, '4 Stars': 2, '3 Stars': 2, '2 Stars': 0, '1 Star': 1}"
31120837-conversations-on-data-science,31120837,Conversations on Data Science,,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/1580866.Roger_D_Peng,Roger D. Peng,72,[],{},{},25,5,3.2,"{'5 Stars': 0, '4 Stars': 9, '3 Stars': 12, '2 Stars': 4, '1 Star': 0}"
31140219-marketing-analytics,31140219,"Marketing Analytics: Optimize Your Business with Data Science in R, Python, and SQL",,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/4871984.Dave_Jacobs,Dave Jacobs,224,[],{},{},5,0,4.0,"{'5 Stars': 2, '4 Stars': 2, '3 Stars': 0, '2 Stars': 1, '1 Star': 0}"
31286376-100-questions-to-crack-business-analyst-interview,31286376,100 Questions To Crack Business Analyst Interview: Interview Questions to crack data science interview,,,[],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/4096427.nitin,nitin,34,[],{},{},11,0,4.09,"{'5 Stars': 5, '4 Stars': 2, '3 Stars': 4, '2 Stars': 0, '1 Star': 0}"
31358871-a-collection-of-advanced-data-science-and-machine-learning-interview-que,31358871,A collection of Advanced Data Science and Machine Learning Interview Questions Solved in Python and Spark (II) (A Collection of Programming Interview Questions Book 7),,,['https://www.goodreads.com/book/show/30193536-a-collection-of-advanced-data-science-and-machine-learning-interview-que'],1518678645,9781518678646,,https://www.goodreads.com/author/show/8385172.Antonio_Gulli,Antonio Gulli,106,[],{},{},5,0,4.4,"{'5 Stars': 3, '4 Stars': 1, '3 Stars': 1, '2 Stars': 0, '1 Star': 0}"
31434391-data-analytics,31434391,"Data Analytics: Practical Data Analysis and Statistical Guide to Transform and Evolve Any Business Leveraging the Power of Data Analytics, Data Science, and Predictive Analytics for Beginners",,,['https://www.goodreads.com/book/show/31414680-data-analytics'],1536875376,9781536875379,,https://www.goodreads.com/author/show/15519502.Isaac_D_Cody,Isaac D. Cody,110,[],{},{},19,3,2.68,"{'5 Stars': 3, '4 Stars': 0, '3 Stars': 7, '2 Stars': 6, '1 Star': 3}"
31446704-python,31446704,"Python: Ultimate Crash Course to Learn It Well and Become an Expert in Python Programming (Hands-on Project, Learn Coding Fast, Machine Learning, Data Science)",,,['https://www.goodreads.com/book/show/33556598-python'],1537620819,9781537620817,,https://www.goodreads.com/author/show/7329923.Jamie_Logan,Jamie Logan,136,[],{},{},9,0,3.22,"{'5 Stars': 1, '4 Stars': 3, '3 Stars': 2, '2 Stars': 3, '1 Star': 0}"
31670583-think-like-a-data-scientist,31670583,Think Like a Data Scientist: Tackle the data science process step-by-step,,,"['https://www.goodreads.com/book/show/58446965-think-like-a-data-scientist', 'https://www.goodreads.com/book/show/58355057-think-like-a-data-scientist']",1638355207,9781638355205,,https://www.goodreads.com/author/show/15670351.Brian_Godsey,Brian Godsey,328,"['Nonfiction', 'Computer Science > Programming', 'Science', 'Science > Computer Science', 'Textbooks', 'Business', 'Computer Science > Computers', 'Science > Technology']","{'to-read': 260, 'data-science': 25, 'currently-reading': 23, 'data': 6, 'non-fiction': 5, 'programming': 4, 'science': 3, 'computer-science': 2, 'textbook': 2, 'business': 2, 'own': 2, 'computers': 2, 'big-data': 2, 'tech': 2, 'paperback': 1, 'big-data-ml-for-data-science': 1, 'buisness-and-data': 1, 'self-help': 1, 'data-علم': 1, 'cs': 1, 'biz-owned': 1, 'bidniz': 1, 'professional-development': 1, '2022-reading-challenge': 1, 'for-work': 1, 'job': 1, '2022': 1, 'a-ebooks': 1, 'sc-cmpt-ds': 1, 'critical-thinking': 1, 'm-office': 1, 'm': 1, 'office': 1, 'physics-and-math': 1, 'computer': 1, 'abandoned': 1, 'tecnologia': 1, 'data_sci': 1, '1st': 1, 'non-fiction-read': 1, 'artificial-intelligence': 1, 'self-improvement': 1, 'data-stuff': 1, 'epub': 1, 'machine-learning': 1, 'manning-unread': 1, 'career': 1, 'information-science': 1, 'sort-datascience': 1, 'reference': 1, 'ai-ds-evol-info-sci-1-to-read': 1, 'datascience': 1, 'professional': 1, 'jan-feb-lis': 1, 'ds-to-read': 1, 'career-to-read': 1, 'to-read-backlog': 1, 'ai_learning': 1, 'r-and-d': 1, 'reference-books': 1, 'it': 1, 'technology': 1, 'r-books': 1, 'nonfiction-to-read': 1, 'not-finished': 1, '2019-goals': 1, 'how-to': 1, 'audio_wanted': 1, 'resource': 1, '2019': 1, 'software-development': 1, 'cs-or-tech-related': 1, 'analytics': 1, 'maybe': 1, 'think-like-a-data-scientist': 1, 'last-trip-to-ny': 1, 'finished': 1, '2018': 1, 'aa': 1, 'owned': 1, 'deep-queue': 1, 'softdatascience': 1, 'read-next': 1, 'ml': 1, 'tenho': 1, '2': 1, 'society-technology': 1, 'physics-math': 1, 'code-and-hardware': 1, '2017-release': 1, 'software': 1, 'work': 1, 'mathematics': 1, 'check-out': 1, 'code': 1, 'data-and-ai': -1, 'ai-ds-evol-info-sci-2-to-read': -1, 'high-tech': -1}","{'Data': 116, 'Becoming': 2}",78,10,3.79,"{'5 Stars': 17, '4 Stars': 34, '3 Stars': 21, '2 Stars': 6, '1 Star': 0}"
32052788-introduction-to-data-science-and-statistical-programming-in-r,32052788,Introduction to Data Science and Statistical Programming in R,,,['https://www.goodreads.com/book/show/31120883-introduction-to-data-science-and-statistical-programming-with-r'],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/15484380.Thomas_Mailund,Thomas Mailund,469,[],{},{'R': 4},3,1,5.0,"{'5 Stars': 3, '4 Stars': 0, '3 Stars': 0, '2 Stars': 0, '1 Star': 0}"
32164100-data-science,32164100,Data Science: Create Teams That Ask the Right Questions and Deliver Real Value,,,['https://www.goodreads.com/book/show/33245566-data-science'],isbn not found,isbn13 not found,,https://www.goodreads.com/author/show/547953.Doug_Rose,Doug Rose,251,['Science > Technology'],"{'to-read': 59, 'currently-reading': 16, 'data-science': 3, 'tech': 3, 'data': 2, 'professional-development': 1, 'non-fiction': 1, 'data-teams': 1, 'agile': 1, '2021': 1, 'mtb-wish-list': 1, 'soft-data': 1, 'management': 1, 'organisation': 1, 'data-mining': 1, 'data-leadership': 1, 'want-to-read-later': 1, 'praca-ey': 1, 'programistyczne': 1, 'to-maybe-read': 1, 'ml-ai': 1, 'non-fiction-2020': 1, 'tengo': 1, 'humble-bundle': 1, 'owned': 1, 'inventory-digital': 1, 'digital-drm-free': 1, 'it': 1, 'ebook': 1, 'teams': 1, 'programming': 1}",{'Humble': 2},28,3,3.64,"{'5 Stars': 4, '4 Stars': 13, '3 Stars': 8, '2 Stars': 3, '1 Star': 0}"
